Siruta,Localitate,Judet,i_0_4,i_10_14,i_15_19,i_20_24,i_25_29,i_30_34,i_35_39,i_40_44,i_45_49,i_5_9,i_50_54,i_55_59,i_60_64,i_65_69,i_70_74,i_75_79,i_80_84,i_85
13622,Municipiul Curtea De Arges,AG,0.031,0.04,0.043,0.054,0.082,0.076,0.093,0.076,0.092,0.042,0.069,0.095,0.077,0.052,0.029,0.025,0.014,0.009
13668,Oras Costesti,AG,0.038,0.045,0.048,0.059,0.081,0.077,0.082,0.084,0.094,0.041,0.069,0.071,0.064,0.048,0.031,0.032,0.021,0.014
13757,Oras Topoloveni,AG,0.04,0.044,0.047,0.062,0.082,0.073,0.086,0.084,0.11,0.046,0.07,0.073,0.063,0.041,0.025,0.026,0.018,0.01
13819,Albestii De Arges,AG,0.037,0.047,0.056,0.066,0.082,0.068,0.079,0.083,0.088,0.052,0.061,0.054,0.055,0.053,0.036,0.042,0.024,0.016
13891,Albestii De Muscel,AG,0.037,0.053,0.061,0.062,0.053,0.057,0.077,0.069,0.09,0.041,0.05,0.057,0.062,0.06,0.06,0.049,0.036,0.027
13935,Albota,AG,0.035,0.049,0.052,0.062,0.06,0.065,0.092,0.09,0.094,0.049,0.057,0.057,0.062,0.059,0.036,0.043,0.024,0.015
13999,Aninoasa,AG,0.053,0.05,0.063,0.069,0.071,0.058,0.07,0.082,0.089,0.055,0.049,0.052,0.053,0.058,0.044,0.037,0.03,0.018
14049,Arefu,AG,0.039,0.04,0.056,0.056,0.074,0.055,0.073,0.09,0.091,0.037,0.06,0.058,0.057,0.046,0.057,0.052,0.036,0.022
14085,Babana,AG,0.038,0.051,0.055,0.058,0.064,0.063,0.095,0.079,0.087,0.047,0.051,0.069,0.06,0.052,0.04,0.036,0.031,0.024
14165,Baiculesti,AG,0.038,0.051,0.06,0.078,0.07,0.057,0.078,0.084,0.098,0.043,0.05,0.057,0.056,0.055,0.041,0.04,0.027,0.016
14272,Balilesti,AG,0.04,0.05,0.064,0.058,0.064,0.057,0.078,0.086,0.088,0.04,0.047,0.057,0.061,0.061,0.043,0.045,0.035,0.026
14352,Beleti-Negresti,AG,0.051,0.05,0.047,0.065,0.079,0.063,0.075,0.093,0.088,0.04,0.065,0.048,0.054,0.058,0.043,0.036,0.028,0.019
14405,Berevoesti,AG,0.062,0.058,0.06,0.07,0.086,0.062,0.074,0.071,0.09,0.063,0.051,0.054,0.046,0.043,0.036,0.038,0.022,0.013
14450,Barla,AG,0.024,0.057,0.07,0.052,0.049,0.059,0.086,0.093,0.071,0.044,0.041,0.053,0.053,0.068,0.054,0.062,0.04,0.025
14584,Bogati,AG,0.04,0.052,0.054,0.061,0.069,0.068,0.082,0.084,0.084,0.039,0.052,0.062,0.061,0.059,0.04,0.041,0.036,0.018
14673,Boteni,AG,0.031,0.051,0.05,0.071,0.053,0.057,0.068,0.084,0.106,0.032,0.051,0.057,0.054,0.066,0.052,0.056,0.042,0.019
14726,Botesti,AG,0.04,0.051,0.043,0.058,0.063,0.064,0.071,0.084,0.067,0.046,0.056,0.059,0.061,0.059,0.053,0.054,0.043,0.027
14753,Bradulet,AG,0.031,0.041,0.052,0.06,0.06,0.048,0.064,0.08,0.095,0.032,0.048,0.056,0.068,0.066,0.056,0.066,0.05,0.026
14851,Budeasa,AG,0.045,0.047,0.056,0.061,0.069,0.068,0.093,0.092,0.084,0.052,0.047,0.06,0.068,0.055,0.035,0.034,0.022,0.012
14922,Bughea De Jos,AG,0.06,0.063,0.069,0.054,0.073,0.07,0.081,0.078,0.079,0.059,0.043,0.052,0.055,0.052,0.035,0.037,0.028,0.013
14940,Buzoesti,AG,0.03,0.045,0.06,0.062,0.055,0.054,0.08,0.099,0.084,0.042,0.052,0.057,0.06,0.064,0.053,0.046,0.038,0.019
15064,Caldararu,AG,0.031,0.054,0.062,0.049,0.056,0.046,0.074,0.079,0.074,0.04,0.044,0.041,0.039,0.073,0.076,0.088,0.047,0.028
15108,Calinesti,AG,0.056,0.056,0.058,0.059,0.081,0.073,0.079,0.091,0.085,0.057,0.049,0.058,0.059,0.047,0.03,0.028,0.021,0.014
15233,Cateasca,AG,0.043,0.053,0.067,0.059,0.067,0.06,0.08,0.094,0.094,0.049,0.046,0.053,0.053,0.059,0.042,0.04,0.03,0.013
15313,Cepari,AG,0.03,0.053,0.064,0.059,0.063,0.055,0.069,0.088,0.096,0.034,0.057,0.046,0.056,0.056,0.055,0.052,0.037,0.031
15402,Cetateni,AG,0.066,0.06,0.068,0.061,0.076,0.065,0.076,0.073,0.075,0.056,0.049,0.044,0.054,0.043,0.041,0.039,0.033,0.023
15448,Cicanesti,AG,0.041,0.051,0.05,0.059,0.072,0.067,0.079,0.094,0.081,0.045,0.061,0.058,0.064,0.053,0.052,0.035,0.024,0.014
15493,Ciofrangeni,AG,0.026,0.037,0.046,0.058,0.072,0.068,0.074,0.083,0.086,0.039,0.063,0.058,0.046,0.06,0.054,0.06,0.04,0.031
15554,Ciomagesti,AG,0.037,0.057,0.075,0.047,0.068,0.059,0.077,0.075,0.06,0.047,0.055,0.065,0.062,0.06,0.051,0.046,0.035,0.024
15652,Cocu,AG,0.044,0.059,0.057,0.058,0.069,0.05,0.077,0.086,0.081,0.038,0.045,0.054,0.06,0.059,0.053,0.045,0.039,0.028
15741,Corbeni,AG,0.051,0.058,0.06,0.066,0.08,0.064,0.083,0.084,0.081,0.055,0.053,0.055,0.055,0.041,0.037,0.039,0.024,0.014
15830,Corbi,AG,0.04,0.046,0.057,0.063,0.074,0.067,0.079,0.084,0.075,0.046,0.052,0.056,0.053,0.06,0.049,0.051,0.031,0.016
15901,Cosesti,AG,0.042,0.051,0.056,0.064,0.073,0.067,0.085,0.088,0.082,0.043,0.056,0.059,0.064,0.054,0.036,0.037,0.024,0.018
15983,Cotmeana,AG,0.03,0.04,0.052,0.057,0.055,0.059,0.088,0.085,0.094,0.043,0.045,0.058,0.066,0.066,0.045,0.041,0.045,0.031
16132,Cuca,AG,0.043,0.047,0.068,0.062,0.062,0.066,0.075,0.081,0.08,0.043,0.042,0.059,0.055,0.051,0.047,0.059,0.034,0.026
16285,Davidesti,AG,0.066,0.065,0.066,0.065,0.076,0.064,0.082,0.087,0.077,0.068,0.049,0.054,0.05,0.041,0.03,0.028,0.018,0.013
16329,Dambovicioara,AG,0.03,0.056,0.038,0.04,0.048,0.051,0.086,0.085,0.085,0.041,0.053,0.045,0.062,0.053,0.07,0.075,0.053,0.028
16365,Darmanesti,AG,0.042,0.044,0.053,0.06,0.065,0.067,0.091,0.086,0.081,0.044,0.047,0.065,0.062,0.062,0.043,0.041,0.028,0.019
16427,Dobresti,AG,0.04,0.052,0.052,0.055,0.068,0.071,0.089,0.102,0.071,0.051,0.04,0.067,0.062,0.046,0.036,0.044,0.036,0.018
16454,Domnesti,AG,0.042,0.041,0.048,0.054,0.072,0.06,0.086,0.079,0.086,0.044,0.06,0.067,0.069,0.055,0.041,0.047,0.032,0.019
16472,Dragoslavele,AG,0.048,0.059,0.062,0.07,0.082,0.072,0.081,0.079,0.081,0.058,0.054,0.058,0.057,0.04,0.036,0.032,0.021,0.011
16506,Draganu,AG,0.029,0.041,0.061,0.054,0.063,0.071,0.096,0.089,0.084,0.048,0.045,0.071,0.065,0.06,0.042,0.033,0.031,0.017
16551,Godeni,AG,0.029,0.037,0.052,0.058,0.064,0.052,0.077,0.076,0.105,0.04,0.059,0.063,0.07,0.068,0.052,0.047,0.037,0.016
16613,Harsesti,AG,0.029,0.044,0.056,0.054,0.052,0.04,0.067,0.1,0.085,0.039,0.042,0.042,0.052,0.071,0.066,0.074,0.056,0.029
16659,Hartiesti,AG,0.059,0.082,0.069,0.068,0.063,0.059,0.088,0.078,0.074,0.068,0.045,0.047,0.054,0.046,0.041,0.03,0.015,0.015
16739,Izvoru,AG,0.027,0.05,0.057,0.06,0.068,0.063,0.074,0.082,0.075,0.04,0.048,0.049,0.056,0.067,0.051,0.065,0.045,0.024
16757,Leordeni,AG,0.04,0.045,0.047,0.057,0.066,0.067,0.079,0.082,0.085,0.048,0.044,0.066,0.063,0.063,0.044,0.046,0.034,0.023
16908,Leresti,AG,0.03,0.045,0.056,0.053,0.062,0.048,0.067,0.075,0.092,0.042,0.056,0.07,0.067,0.062,0.058,0.062,0.036,0.019
16944,Lunca Corbului,AG,0.034,0.035,0.042,0.054,0.059,0.05,0.067,0.085,0.08,0.036,0.036,0.051,0.061,0.081,0.063,0.072,0.057,0.035
17049,Malureni,AG,0.067,0.064,0.07,0.064,0.059,0.061,0.068,0.077,0.078,0.066,0.043,0.045,0.043,0.052,0.042,0.043,0.035,0.022
17101,Merisani,AG,0.061,0.064,0.067,0.077,0.081,0.063,0.069,0.082,0.085,0.065,0.042,0.052,0.058,0.042,0.027,0.028,0.024,0.012
17209,Micesti,AG,0.063,0.072,0.064,0.061,0.079,0.075,0.083,0.087,0.077,0.063,0.043,0.056,0.055,0.041,0.025,0.025,0.018,0.013
17254,Mihaesti,AG,0.05,0.063,0.067,0.071,0.071,0.062,0.073,0.09,0.087,0.057,0.041,0.049,0.051,0.048,0.041,0.038,0.024,0.016
17334,Mioarele,AG,0.03,0.054,0.049,0.061,0.069,0.055,0.072,0.093,0.107,0.036,0.045,0.064,0.054,0.057,0.054,0.043,0.031,0.029
17398,Mirosi,AG,0.026,0.044,0.057,0.064,0.06,0.05,0.082,0.095,0.079,0.035,0.048,0.048,0.052,0.076,0.06,0.069,0.028,0.026
17423,Moraresti,AG,0.032,0.057,0.048,0.05,0.057,0.052,0.085,0.078,0.081,0.034,0.048,0.062,0.055,0.071,0.048,0.062,0.045,0.036
17496,Mosoaia,AG,0.044,0.048,0.056,0.059,0.071,0.071,0.084,0.096,0.102,0.05,0.05,0.063,0.066,0.048,0.032,0.026,0.02,0.013
17575,Mozaceni,AG,0.027,0.045,0.063,0.061,0.06,0.042,0.073,0.081,0.099,0.037,0.053,0.051,0.055,0.06,0.053,0.064,0.043,0.033
17619,Musatesti,AG,0.034,0.048,0.051,0.063,0.067,0.06,0.071,0.086,0.086,0.037,0.052,0.049,0.057,0.059,0.047,0.06,0.046,0.026
17726,Negrasi,AG,0.026,0.041,0.052,0.045,0.051,0.056,0.07,0.075,0.084,0.04,0.036,0.064,0.064,0.08,0.068,0.074,0.046,0.03
17771,Nucsoara,AG,0.044,0.046,0.048,0.057,0.068,0.063,0.073,0.084,0.081,0.047,0.048,0.053,0.066,0.057,0.046,0.058,0.04,0.02
17824,Oarja,AG,0.049,0.061,0.067,0.057,0.06,0.056,0.082,0.085,0.081,0.06,0.041,0.05,0.059,0.054,0.049,0.046,0.027,0.016
17851,Pietrosani,AG,0.042,0.045,0.06,0.065,0.071,0.069,0.08,0.078,0.075,0.043,0.057,0.063,0.061,0.058,0.044,0.042,0.031,0.017
17913,Poienarii De Arges,AG,0.043,0.034,0.046,0.075,0.073,0.052,0.083,0.074,0.079,0.022,0.051,0.056,0.066,0.053,0.059,0.063,0.043,0.027
17968,Poienarii De Muscel,AG,0.038,0.05,0.051,0.054,0.071,0.057,0.072,0.089,0.091,0.047,0.051,0.06,0.065,0.056,0.053,0.047,0.03,0.018
18028,Poiana Lacului,AG,0.039,0.056,0.056,0.074,0.07,0.064,0.079,0.088,0.089,0.051,0.056,0.063,0.051,0.05,0.035,0.035,0.03,0.015
18162,Popesti,AG,0.031,0.039,0.056,0.043,0.046,0.048,0.069,0.078,0.082,0.03,0.041,0.047,0.063,0.093,0.07,0.072,0.055,0.037
18242,Priboieni,AG,0.039,0.042,0.052,0.059,0.075,0.064,0.084,0.093,0.09,0.037,0.056,0.061,0.069,0.064,0.037,0.036,0.029,0.014
18331,Ratesti,AG,0.047,0.062,0.063,0.063,0.06,0.057,0.069,0.086,0.078,0.053,0.034,0.057,0.058,0.059,0.049,0.047,0.033,0.024
18411,Recea,AG,0.033,0.047,0.055,0.062,0.063,0.048,0.071,0.081,0.074,0.035,0.042,0.052,0.058,0.069,0.064,0.063,0.054,0.029
18475,Rociu,AG,0.029,0.044,0.053,0.041,0.05,0.053,0.073,0.076,0.076,0.034,0.049,0.057,0.06,0.074,0.067,0.073,0.062,0.029
18527,Rucar,AG,0.043,0.054,0.063,0.07,0.073,0.059,0.075,0.083,0.093,0.045,0.061,0.058,0.055,0.043,0.04,0.04,0.03,0.015
18554,Salatrucu,AG,0.049,0.059,0.059,0.061,0.077,0.075,0.089,0.076,0.08,0.048,0.054,0.055,0.05,0.047,0.035,0.038,0.03,0.018
18581,Sapata,AG,0.026,0.049,0.05,0.047,0.064,0.05,0.066,0.077,0.087,0.034,0.048,0.049,0.058,0.08,0.057,0.069,0.059,0.03
18670,Schitu Golesti,AG,0.05,0.055,0.059,0.065,0.074,0.066,0.072,0.078,0.085,0.056,0.059,0.059,0.06,0.049,0.042,0.04,0.022,0.01
18741,Slobozia,AG,0.037,0.056,0.068,0.065,0.067,0.071,0.08,0.09,0.079,0.046,0.055,0.055,0.052,0.059,0.039,0.04,0.027,0.015
18778,Stalpeni,AG,0.037,0.047,0.049,0.062,0.071,0.063,0.086,0.083,0.093,0.044,0.053,0.057,0.066,0.052,0.046,0.044,0.028,0.018
18858,Stoenesti,AG,0.052,0.062,0.065,0.053,0.067,0.065,0.074,0.076,0.09,0.052,0.05,0.048,0.05,0.057,0.042,0.048,0.029,0.019
18938,Stolnici,AG,0.023,0.042,0.055,0.052,0.062,0.047,0.07,0.099,0.085,0.038,0.045,0.051,0.059,0.067,0.057,0.065,0.057,0.028
19007,Suseni,AG,0.03,0.048,0.061,0.049,0.06,0.05,0.074,0.098,0.093,0.035,0.048,0.054,0.054,0.06,0.063,0.061,0.038,0.023
19114,Stefan Cel Mare,AG,0.036,0.052,0.061,0.065,0.063,0.061,0.08,0.081,0.082,0.047,0.048,0.048,0.047,0.068,0.051,0.057,0.036,0.018
19141,Suici,AG,0.03,0.047,0.049,0.06,0.068,0.06,0.092,0.077,0.08,0.031,0.059,0.062,0.062,0.062,0.049,0.059,0.032,0.022
19212,Teiu,AG,0.038,0.05,0.047,0.047,0.056,0.053,0.058,0.08,0.071,0.037,0.038,0.046,0.055,0.082,0.071,0.088,0.046,0.038
19249,Tigveni,AG,0.054,0.055,0.056,0.056,0.068,0.072,0.085,0.102,0.08,0.06,0.043,0.039,0.045,0.052,0.045,0.037,0.029,0.022
19338,Titesti,AG,0.07,0.076,0.084,0.072,0.082,0.059,0.079,0.072,0.081,0.069,0.039,0.049,0.043,0.039,0.028,0.029,0.017,0.013
19392,Uda,AG,0.026,0.035,0.043,0.037,0.056,0.046,0.063,0.084,0.077,0.045,0.041,0.057,0.072,0.088,0.069,0.067,0.056,0.04
19560,Ungheni,AG,0.023,0.042,0.049,0.048,0.049,0.045,0.07,0.089,0.076,0.035,0.044,0.05,0.057,0.08,0.071,0.074,0.06,0.037
19631,Valea Danului,AG,0.036,0.045,0.056,0.065,0.07,0.062,0.093,0.09,0.093,0.04,0.054,0.057,0.066,0.058,0.039,0.036,0.025,0.014
19695,Valea Iasului,AG,0.032,0.044,0.051,0.066,0.065,0.056,0.077,0.089,0.103,0.032,0.065,0.062,0.057,0.059,0.048,0.044,0.031,0.017
19793,Vedea,AG,0.035,0.04,0.046,0.06,0.066,0.049,0.065,0.085,0.086,0.041,0.045,0.048,0.057,0.076,0.067,0.057,0.051,0.029
19999,Vladesti,AG,0.054,0.06,0.073,0.063,0.08,0.058,0.073,0.094,0.09,0.055,0.057,0.041,0.049,0.05,0.038,0.031,0.019,0.016
20048,Raca,AG,0.033,0.074,0.07,0.059,0.055,0.034,0.076,0.105,0.089,0.035,0.041,0.033,0.035,0.064,0.049,0.07,0.049,0.031
20055,Vulturesti,AG,0.06,0.053,0.068,0.068,0.08,0.066,0.074,0.089,0.075,0.052,0.054,0.058,0.055,0.045,0.037,0.031,0.024,0.012
20063,Bughea De Sus,AG,0.051,0.054,0.052,0.065,0.073,0.074,0.087,0.088,0.093,0.066,0.045,0.057,0.052,0.043,0.033,0.034,0.022,0.012
20297,Municipiul Bacau,BC,0.046,0.044,0.042,0.05,0.085,0.088,0.095,0.076,0.086,0.052,0.061,0.082,0.07,0.047,0.026,0.025,0.016,0.01
20313,Hemeius,BC,0.045,0.057,0.065,0.063,0.07,0.073,0.092,0.086,0.092,0.061,0.057,0.064,0.058,0.042,0.022,0.023,0.015,0.013
20359,Letea Veche,BC,0.049,0.051,0.061,0.059,0.076,0.077,0.094,0.085,0.092,0.061,0.051,0.06,0.054,0.039,0.028,0.03,0.021,0.013
20411,Magura,BC,0.048,0.054,0.059,0.055,0.074,0.079,0.097,0.085,0.092,0.055,0.054,0.058,0.052,0.041,0.034,0.028,0.023,0.012
20466,Margineni,BC,0.045,0.057,0.07,0.07,0.083,0.075,0.088,0.097,0.09,0.054,0.059,0.054,0.046,0.041,0.024,0.025,0.014,0.009
20563,Municipiul Onesti,BC,0.034,0.043,0.044,0.054,0.082,0.071,0.082,0.076,0.106,0.043,0.071,0.083,0.072,0.05,0.033,0.032,0.017,0.007
20607,Gura Vaii,BC,0.048,0.072,0.068,0.064,0.072,0.063,0.074,0.085,0.078,0.048,0.047,0.06,0.055,0.047,0.039,0.041,0.028,0.014
20670,Stefan Cel Mare,BC,0.069,0.062,0.069,0.061,0.081,0.068,0.075,0.077,0.077,0.062,0.044,0.05,0.057,0.041,0.035,0.038,0.021,0.013
20778,Oras Buhusi,BC,0.041,0.052,0.052,0.056,0.08,0.074,0.09,0.076,0.089,0.051,0.057,0.071,0.062,0.047,0.033,0.036,0.021,0.011
20821,Oras Comanesti,BC,0.042,0.05,0.055,0.068,0.092,0.069,0.079,0.077,0.094,0.048,0.07,0.069,0.061,0.045,0.03,0.028,0.014,0.009
20876,Municipiul Moinesti,BC,0.042,0.049,0.055,0.067,0.083,0.072,0.076,0.077,0.096,0.049,0.069,0.068,0.06,0.044,0.032,0.031,0.019,0.011
20910,Oras Slanic-Moldova,BC,0.048,0.061,0.054,0.067,0.085,0.073,0.083,0.073,0.087,0.05,0.058,0.066,0.061,0.048,0.033,0.03,0.017,0.007
20965,Oras Targu Ocna,BC,0.039,0.048,0.051,0.059,0.079,0.067,0.081,0.079,0.095,0.049,0.056,0.067,0.068,0.053,0.036,0.035,0.022,0.016
21007,Agas,BC,0.037,0.06,0.06,0.07,0.072,0.058,0.074,0.083,0.081,0.043,0.054,0.063,0.064,0.053,0.041,0.044,0.025,0.018
21098,Ardeoani,BC,0.043,0.053,0.065,0.069,0.069,0.06,0.076,0.085,0.092,0.051,0.054,0.054,0.054,0.051,0.043,0.037,0.026,0.019
21123,Asau,BC,0.046,0.054,0.058,0.072,0.08,0.068,0.079,0.076,0.085,0.053,0.051,0.058,0.053,0.049,0.037,0.04,0.028,0.012
21196,Balcani,BC,0.043,0.059,0.07,0.083,0.075,0.076,0.079,0.083,0.077,0.047,0.055,0.057,0.047,0.043,0.033,0.037,0.02,0.016
21249,Beresti-Bistrita,BC,0.06,0.067,0.063,0.066,0.083,0.063,0.08,0.069,0.068,0.068,0.042,0.043,0.053,0.046,0.035,0.033,0.035,0.025
21338,Beresti-Tazlau,BC,0.051,0.067,0.077,0.079,0.071,0.057,0.077,0.081,0.079,0.06,0.047,0.05,0.048,0.043,0.037,0.035,0.024,0.017
21418,Berzunti,BC,0.051,0.069,0.065,0.07,0.097,0.073,0.086,0.07,0.062,0.059,0.05,0.06,0.053,0.037,0.033,0.032,0.021,0.012
21454,Barsanesti,BC,0.04,0.061,0.064,0.071,0.067,0.063,0.075,0.074,0.08,0.044,0.05,0.058,0.064,0.053,0.038,0.045,0.033,0.019
21506,Blagesti,BC,0.061,0.075,0.07,0.067,0.072,0.07,0.077,0.07,0.065,0.068,0.042,0.049,0.048,0.045,0.031,0.044,0.028,0.019
21560,Bogdanesti,BC,0.046,0.051,0.054,0.057,0.074,0.07,0.071,0.078,0.094,0.045,0.051,0.055,0.064,0.046,0.04,0.052,0.032,0.02
21597,Brusturoasa,BC,0.05,0.07,0.062,0.061,0.073,0.074,0.085,0.074,0.064,0.064,0.045,0.061,0.062,0.051,0.032,0.038,0.023,0.014
21668,Buhoci,BC,0.048,0.07,0.087,0.066,0.067,0.066,0.092,0.103,0.078,0.055,0.053,0.042,0.045,0.042,0.03,0.026,0.019,0.012
21720,Casin,BC,0.044,0.059,0.054,0.061,0.076,0.064,0.077,0.079,0.086,0.053,0.054,0.064,0.062,0.048,0.035,0.041,0.026,0.017
21757,Caiuti,BC,0.053,0.067,0.069,0.067,0.069,0.061,0.076,0.079,0.082,0.054,0.046,0.052,0.059,0.047,0.036,0.042,0.026,0.017
21855,Cleja,BC,0.044,0.078,0.079,0.081,0.076,0.083,0.101,0.094,0.079,0.063,0.049,0.047,0.034,0.032,0.024,0.019,0.012,0.005
21891,Colonesti,BC,0.062,0.093,0.084,0.085,0.075,0.062,0.066,0.069,0.065,0.084,0.041,0.047,0.033,0.033,0.023,0.032,0.027,0.019
21971,Corbasca,BC,0.064,0.099,0.091,0.071,0.085,0.069,0.075,0.077,0.055,0.078,0.04,0.04,0.039,0.03,0.029,0.028,0.018,0.013
22059,Cotofanesti,BC,0.088,0.082,0.086,0.073,0.058,0.057,0.06,0.075,0.079,0.082,0.034,0.038,0.042,0.038,0.029,0.038,0.028,0.012
22111,Damienesti,BC,0.045,0.079,0.065,0.048,0.059,0.062,0.077,0.079,0.062,0.061,0.038,0.038,0.058,0.059,0.053,0.059,0.032,0.026
22166,Oras Darmanesti,BC,0.063,0.062,0.066,0.068,0.078,0.068,0.081,0.076,0.081,0.06,0.046,0.056,0.06,0.044,0.029,0.03,0.019,0.013
22237,Dealu Morii,BC,0.048,0.061,0.053,0.063,0.073,0.053,0.076,0.078,0.067,0.058,0.041,0.05,0.047,0.056,0.058,0.052,0.04,0.028
22380,Dofteana,BC,0.057,0.06,0.072,0.072,0.091,0.077,0.082,0.072,0.077,0.06,0.054,0.06,0.049,0.037,0.026,0.029,0.018,0.01
22460,Faraoani,BC,0.037,0.069,0.08,0.076,0.076,0.076,0.1,0.102,0.086,0.054,0.062,0.038,0.041,0.032,0.022,0.024,0.016,0.009
22488,Filipeni,BC,0.04,0.077,0.079,0.064,0.06,0.05,0.064,0.083,0.068,0.051,0.045,0.04,0.04,0.05,0.048,0.058,0.048,0.034
22576,Filipesti,BC,0.046,0.059,0.071,0.061,0.065,0.057,0.074,0.077,0.081,0.053,0.044,0.045,0.051,0.049,0.051,0.052,0.04,0.025
22665,Gaiceana,BC,0.057,0.065,0.068,0.06,0.07,0.076,0.079,0.09,0.066,0.06,0.037,0.044,0.042,0.059,0.036,0.042,0.03,0.018
22718,Ghimes-Faget,BC,0.053,0.066,0.072,0.069,0.068,0.069,0.081,0.08,0.073,0.059,0.052,0.045,0.049,0.042,0.038,0.037,0.028,0.017
22781,Garleni,BC,0.043,0.072,0.073,0.071,0.086,0.077,0.084,0.086,0.09,0.057,0.06,0.049,0.038,0.035,0.028,0.026,0.016,0.008
22834,Glavanesti,BC,0.044,0.051,0.053,0.049,0.072,0.056,0.079,0.078,0.077,0.056,0.032,0.054,0.063,0.062,0.051,0.049,0.043,0.031
22898,Helegiu,BC,0.037,0.058,0.064,0.069,0.066,0.06,0.073,0.083,0.091,0.046,0.056,0.059,0.055,0.056,0.038,0.048,0.025,0.014
22941,Horgesti,BC,0.093,0.088,0.095,0.075,0.072,0.069,0.086,0.078,0.054,0.077,0.039,0.037,0.035,0.031,0.021,0.025,0.016,0.007
23047,Huruiesti,BC,0.04,0.059,0.069,0.057,0.069,0.056,0.076,0.09,0.069,0.047,0.035,0.051,0.056,0.058,0.049,0.053,0.038,0.027
23127,Izvoru Berheciului,BC,0.055,0.064,0.076,0.068,0.069,0.064,0.07,0.077,0.063,0.058,0.055,0.068,0.052,0.033,0.034,0.036,0.031,0.028
23207,Lipova,BC,0.072,0.092,0.081,0.073,0.069,0.064,0.079,0.072,0.057,0.09,0.043,0.037,0.03,0.037,0.026,0.041,0.017,0.018
23289,Livezi,BC,0.053,0.069,0.07,0.061,0.074,0.068,0.086,0.083,0.075,0.058,0.041,0.048,0.059,0.048,0.039,0.034,0.021,0.013
23350,Luizi-Calugara,BC,0.043,0.063,0.079,0.074,0.062,0.076,0.112,0.111,0.079,0.056,0.047,0.037,0.043,0.041,0.026,0.027,0.016,0.009
23387,Magiresti,BC,0.042,0.055,0.07,0.079,0.071,0.063,0.073,0.074,0.078,0.055,0.055,0.058,0.06,0.043,0.042,0.04,0.026,0.017
23449,Manastirea Casin,BC,0.042,0.055,0.06,0.055,0.087,0.073,0.076,0.074,0.081,0.051,0.053,0.063,0.061,0.049,0.041,0.038,0.022,0.02
23494,Motoseni,BC,0.043,0.066,0.07,0.062,0.059,0.054,0.072,0.078,0.073,0.051,0.045,0.055,0.053,0.047,0.044,0.057,0.045,0.028
23644,Negri,BC,0.041,0.067,0.064,0.064,0.068,0.063,0.087,0.09,0.082,0.062,0.04,0.04,0.044,0.055,0.043,0.044,0.03,0.014
23715,Nicolae Balcescu,BC,0.04,0.066,0.078,0.088,0.089,0.087,0.102,0.088,0.084,0.058,0.05,0.044,0.041,0.03,0.021,0.02,0.012,0.005
23797,Oituz,BC,0.045,0.055,0.059,0.063,0.083,0.066,0.077,0.083,0.085,0.046,0.059,0.062,0.055,0.045,0.036,0.041,0.024,0.016
23868,Oncesti,BC,0.054,0.081,0.071,0.072,0.087,0.061,0.063,0.069,0.062,0.057,0.056,0.052,0.048,0.041,0.037,0.038,0.028,0.021
23948,Orbeni,BC,0.066,0.061,0.067,0.063,0.079,0.068,0.08,0.077,0.073,0.063,0.047,0.053,0.05,0.034,0.033,0.036,0.03,0.02
23975,Palanca,BC,0.044,0.051,0.061,0.06,0.084,0.056,0.08,0.071,0.084,0.046,0.057,0.065,0.058,0.051,0.04,0.046,0.03,0.017
24034,Parava,BC,0.052,0.072,0.079,0.07,0.084,0.073,0.084,0.073,0.07,0.064,0.043,0.047,0.044,0.033,0.036,0.034,0.026,0.014
24089,Parincea,BC,0.057,0.073,0.075,0.075,0.068,0.063,0.089,0.087,0.067,0.058,0.048,0.04,0.046,0.042,0.031,0.039,0.026,0.016
24187,Pancesti,BC,0.052,0.072,0.079,0.067,0.062,0.059,0.084,0.081,0.074,0.061,0.04,0.042,0.042,0.043,0.044,0.045,0.032,0.021
24276,Pargaresti,BC,0.048,0.062,0.064,0.079,0.085,0.077,0.076,0.082,0.093,0.059,0.065,0.055,0.046,0.036,0.028,0.023,0.015,0.007
24338,Parjol,BC,0.04,0.052,0.067,0.073,0.071,0.064,0.075,0.085,0.084,0.046,0.057,0.048,0.052,0.053,0.037,0.044,0.031,0.02
24427,Plopana,BC,0.049,0.083,0.086,0.065,0.062,0.058,0.087,0.08,0.072,0.062,0.041,0.041,0.035,0.051,0.035,0.045,0.03,0.018
24524,Podu Turcului,BC,0.047,0.06,0.063,0.056,0.075,0.06,0.082,0.074,0.075,0.06,0.046,0.057,0.057,0.051,0.041,0.041,0.031,0.025
24631,Poduri,BC,0.05,0.055,0.067,0.079,0.082,0.066,0.075,0.074,0.08,0.056,0.057,0.058,0.056,0.043,0.033,0.032,0.022,0.015
24711,Racova,BC,0.037,0.054,0.065,0.066,0.071,0.063,0.083,0.076,0.096,0.05,0.05,0.057,0.05,0.043,0.046,0.042,0.028,0.02
24766,Racaciuni,BC,0.058,0.068,0.079,0.079,0.085,0.074,0.087,0.089,0.075,0.064,0.05,0.045,0.042,0.032,0.023,0.025,0.014,0.009
24837,Rachitoasa,BC,0.055,0.074,0.075,0.068,0.077,0.065,0.078,0.077,0.062,0.065,0.04,0.05,0.053,0.044,0.033,0.037,0.029,0.02
