"Code","City","County","Orthodox","Roman_Catholic","Reformed","Pentecostal","Greek_Catholic","Baptist","Seventh.day_Adventist","Islam","Unitarian","Jehova_Witnesses","Evangelical","Old_Calendarists","Evangelical_Lutheran","Serbian_Orthodox","Romanian_Evangelical","Evangelical_Augustan","Judaism","Armenian_Apostolic","Other_Religion","Without_religion","Atheists"
134853,"Provita De Jos","PH",0.98,0,0,0,0,0,0.009,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0
134899,"Provita De Sus","PH",0.991,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0
134942,"Puchenii Mari","PH",0.981,0,0,0.001,0.001,0,0.015,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0
135020,"Rafov","PH",0.991,0.001,0,0.001,0,0,0.002,0,0,0,0.003,0,0,0,0,0,0,0,0.003,0,0
135128,"Salcia","PH",0.992,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0
135146,"Salciile","PH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135164,"Scorteni","PH",0.99,0,0,0.003,0,0,0.007,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0
135226,"Secaria","PH",0.997,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135244,"Sangeru","PH",0.967,0,0,0.024,0,0,0.005,0,0,0,0.001,0,0,0,0.003,0,0,0,0,0,0
135315,"Starchiojd","PH",0.984,0,0,0.01,0,0.004,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135404,"Surani","PH",0.929,0,0,0.06,0,0,0.007,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0
135431,"Sirna","PH",0.929,0,0,0.034,0,0,0.005,0,0,0,0.025,0,0,0,0.006,0,0,0,0,0,0
135501,"Soimari","PH",0.958,0.001,0,0.04,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135547,"Sotrile","PH",0.973,0.002,0,0.024,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135618,"Stefesti","PH",0.991,0,0,0.001,0,0.005,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135654,"Talea","PH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135681,"Tataru","PH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135725,"Teisani","PH",0.994,0,0,0.001,0,0,0.003,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0
135789,"Telega","PH",0.993,0.001,0,0,0,0,0.004,0,0,0,0.001,0,0,0,0,0,0,0,0,0.001,0
135850,"Tinosu","PH",0.942,0,0,0,0.001,0,0.01,0,0,0,0.043,0,0,0,0,0,0,0,0.003,0,0
135896,"Tomsani","PH",0.981,0,0,0.001,0,0,0.004,0,0,0,0.004,0,0,0,0.008,0,0,0,0,0.003,0
135949,"Valea Calugareasca","PH",0.995,0,0,0.003,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
136107,"Valea Doftanei","PH",0.997,0.001,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136134,"Varbilau","PH",0.972,0,0,0.006,0,0.005,0.006,0,0,0,0.007,0,0,0,0.003,0,0,0,0,0.001,0
136198,"Valcanesti","PH",0.957,0,0,0,0,0,0.034,0,0,0,0.006,0,0,0,0,0,0,0,0.001,0,0.001
136241,"Cocorastii Colt","PH",0.934,0,0.002,0.013,0,0,0.049,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0
136250,"Olari","PH",0.979,0,0,0,0,0,0.016,0,0,0,0.004,0,0,0,0,0.002,0,0,0,0,0
136269,"Vadu Sapat","PH",0.998,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136278,"Batrani","PH",0.956,0,0,0,0,0,0.041,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0
136483,"Municipiul Satu Mare","SM",0.489,0.198,0.193,0.015,0.08,0.006,0.003,0,0.001,0.008,0.001,0,0.001,0,0,0,0,0,0.001,0.001,0.001
136526,"Municipiul Carei","SM",0.336,0.376,0.206,0.004,0.061,0.003,0.003,0,0.001,0.005,0.001,0,0.002,0,0,0,0,0,0.003,0.001,0
136553,"Capleni","SM",0.018,0.888,0.086,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136599,"Oras Negresti-Oas","SM",0.725,0.037,0.016,0.045,0.034,0.002,0.003,0,0,0.126,0,0,0,0,0,0,0,0,0.003,0.007,0.001
136642,"Oras Tasnad","SM",0.499,0.185,0.26,0.008,0.028,0.006,0.001,0,0,0.005,0,0,0,0,0,0,0,0,0.005,0.001,0
136713,"Acas","SM",0.28,0.035,0.476,0.056,0.003,0.097,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0.041,0
136768,"Andrid","SM",0.514,0.03,0.41,0.018,0.015,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136802,"Apa","SM",0.807,0.01,0.128,0.004,0.004,0,0,0,0,0.006,0.033,0,0,0,0.008,0,0,0,0,0,0
136848,"Oras Ardud","SM",0.425,0.344,0.035,0.062,0.111,0.024,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
136919,"Batarci","SM",0.861,0.003,0.103,0.02,0.003,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
136964,"Beltiug","SM",0.333,0.39,0.189,0.055,0.01,0,0,0,0,0.002,0.015,0,0,0,0,0,0,0,0,0.006,0
137032,"Berveni","SM",0.285,0.211,0.437,0.033,0.01,0.011,0,0,0.001,0.009,0.002,0,0,0,0,0,0,0,0.002,0,0
137069,"Bixad","SM",0.809,0.043,0.002,0.002,0.141,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0
137103,"Barsau","SM",0.886,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137130,"Bogdand","SM",0.353,0.005,0.556,0,0.058,0.015,0.001,0,0,0.008,0,0,0,0,0,0,0,0,0,0.004,0
137185,"Botiz","SM",0.412,0.169,0.098,0.023,0.285,0.006,0,0,0,0.004,0,0,0,0,0.003,0,0,0,0,0,0
137229,"Calinesti-Oas","SM",0.868,0.003,0,0.062,0.061,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0
137274,"Camarzana","SM",0.806,0,0,0.083,0.086,0,0.013,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0
137292,"Cauas","SM",0.408,0.059,0.345,0.009,0.178,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137363,"Cehal","SM",0.658,0.012,0.31,0,0.002,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.015,0,0
137407,"Certeze","SM",0.768,0.152,0,0.006,0.013,0.007,0.001,0,0,0.053,0,0,0,0,0,0,0,0,0,0.001,0
137443,"Craidorolt","SM",0.624,0.16,0.171,0.014,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0
137504,"Crucisor","SM",0.869,0.057,0.004,0.006,0.062,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0
137540,"Culciu","SM",0.417,0.029,0.484,0.01,0.045,0.001,0,0,0,0.011,0,0,0,0,0.001,0,0,0,0,0.003,0
137611,"Doba","SM",0.7,0.027,0.187,0.062,0.02,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0
137675,"Dorolt","SM",0.041,0.349,0.518,0,0.081,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0
137728,"Foieni","SM",0.025,0.94,0.019,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0
137746,"Gherta Mica","SM",0.699,0.005,0,0.287,0.003,0,0.002,0,0,0.002,0,0,0,0,0,0,0.003,0,0,0,0
137764,"Halmeu","SM",0.378,0.179,0.197,0.164,0.042,0.004,0.016,0,0,0.018,0,0,0,0,0,0,0,0,0,0.001,0.001
137844,"Hodod","SM",0.25,0.007,0.596,0.046,0,0.093,0.004,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0
137899,"Homoroade","SM",0.793,0.054,0.016,0.101,0.023,0.007,0.002,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0
137960,"Lazuri","SM",0.093,0.302,0.348,0.002,0.246,0.001,0.001,0,0,0.005,0,0,0,0,0,0,0,0,0,0.002,0
138039,"Oras Livada","SM",0.295,0.266,0.168,0.008,0.251,0,0.003,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0
138084,"Mediesu Aurit","SM",0.73,0.059,0.115,0.01,0.032,0.01,0,0,0,0.01,0.024,0,0,0,0.008,0,0,0,0,0.001,0
138164,"Micula","SM",0.266,0.167,0.196,0.22,0.087,0.001,0.041,0,0,0.007,0,0,0,0,0,0,0.001,0,0.009,0.005,0
138208,"Moftin","SM",0.421,0.198,0.19,0.017,0.162,0,0.002,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0
138280,"Odoreu","SM",0.613,0.085,0.185,0.008,0.092,0.001,0.001,0,0,0.003,0.009,0,0,0,0,0,0,0,0.002,0,0.001
138351,"Orasu Nou","SM",0.339,0.022,0.585,0.005,0.035,0.007,0.003,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0
138431,"Paulesti","SM",0.408,0.076,0.429,0.029,0.043,0.005,0.001,0,0,0.005,0.002,0,0,0,0,0,0,0,0,0.002,0
138501,"Petresti","SM",0.068,0.851,0.065,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138538,"Pir","SM",0.415,0.041,0.523,0,0.004,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138574,"Piscolt","SM",0.644,0.068,0.242,0.012,0.032,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
138618,"Pomi","SM",0.854,0.009,0.005,0.019,0.098,0,0.004,0,0,0.005,0.007,0,0,0,0,0,0,0,0,0,0
138663,"Sanislau","SM",0.447,0.383,0.139,0,0.009,0.02,0.001,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
138734,"Santau","SM",0.609,0.199,0.172,0.006,0.006,0,0.002,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,0
138770,"Sacaseni","SM",0.463,0.041,0.453,0.017,0.008,0,0.006,0,0,0.008,0,0,0,0,0,0,0,0,0,0.003,0
138805,"Sauca","SM",0.313,0.042,0.331,0.002,0.268,0.026,0,0,0,0.012,0,0,0,0,0,0,0,0,0.003,0.002,0
138869,"Socond","SM",0.814,0.078,0.003,0.1,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138921,"Supur","SM",0.618,0.021,0.22,0.065,0.017,0.004,0,0.001,0,0.052,0,0,0,0,0,0,0,0,0,0.002,0
139009,"Tarna Mare","SM",0.914,0.046,0.012,0.024,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.001,0,0
139054,"Terebesti","SM",0.787,0.069,0.02,0.102,0.014,0,0,0.002,0,0.002,0,0,0,0,0,0,0,0,0,0.003,0
139107,"Tiream","SM",0.458,0.423,0.038,0.002,0.045,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
139143,"Tarsolt","SM",0.352,0.014,0,0.012,0.614,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0.002,0
139170,"Turt","SM",0.829,0.01,0.002,0.127,0.012,0,0.004,0,0,0.008,0.001,0,0,0,0,0,0.008,0,0,0.001,0
139214,"Turulung","SM",0.184,0.569,0.058,0.069,0.113,0.001,0.002,0,0,0.004,0,0,0,0,0,0,0,0,0.001,0,0
139250,"Urziceni","SM",0.058,0.839,0.051,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139287,"Valea Vinului","SM",0.919,0.052,0.004,0.005,0.017,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0
139330,"Vama","SM",0.551,0.011,0.256,0.076,0.022,0.001,0,0,0,0.076,0,0.002,0,0,0.001,0,0,0,0,0.005,0
139358,"Vetis","SM",0.492,0.06,0.356,0.027,0.046,0.001,0.01,0,0,0.006,0.001,0,0,0,0,0,0,0,0,0.001,0.001
139394,"Viile Satu Mare","SM",0.399,0.044,0.394,0.019,0.13,0.003,0.005,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0
139704,"Municipiul Zalau","SJ",0.733,0.016,0.142,0.035,0.032,0.018,0,0,0,0.009,0.005,0,0,0,0.002,0,0,0,0.003,0.002,0.001
139740,"Oras Cehu Silvaniei","SJ",0.472,0.037,0.442,0.006,0.005,0.01,0.003,0,0,0.019,0,0,0,0,0,0,0,0,0.004,0.002,0.001
139811,"Oras Jibou","SJ",0.719,0.015,0.109,0.075,0.013,0.04,0.001,0,0,0.022,0.001,0,0,0,0,0,0,0,0.001,0.001,0.001
139884,"Oras Simleu Silvaniei","SJ",0.577,0.097,0.148,0.018,0.064,0.085,0.004,0,0.001,0.003,0,0,0,0,0,0,0,0,0.001,0.001,0.001
139937,"Agrij","SJ",0.856,0,0,0.083,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139982,"Almasu","SJ",0.626,0.007,0.341,0.011,0,0.013,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
140084,"Babeni","SJ",0.838,0.009,0.002,0.067,0.065,0,0.003,0,0,0.004,0.003,0,0,0,0,0,0,0,0.006,0.003,0
140146,"Balan","SJ",0.77,0.001,0.001,0.21,0.004,0.009,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0
140208,"Banisor","SJ",0.835,0,0.003,0.006,0.021,0.111,0,0,0,0.015,0.003,0,0,0,0,0,0,0,0.007,0,0
140244,"Benesat","SJ",0.679,0.005,0.262,0.007,0.007,0.007,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0
140280,"Bobota","SJ",0.888,0.003,0.006,0.066,0.01,0.025,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
140324,"Bocsa","SJ",0.498,0.003,0.335,0.044,0.034,0.079,0,0,0,0,0.002,0,0,0,0,0,0,0,0.002,0.004,0
140379,"Buciumi","SJ",0.75,0.001,0,0.151,0.041,0.025,0.006,0,0,0.006,0.008,0.003,0,0,0.006,0,0,0,0.003,0,0
140440,"Camar","SJ",0.016,0.018,0.669,0.027,0.042,0.129,0.045,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0
140477,"Carastelec","SJ",0.07,0.822,0.045,0.054,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140501,"Chiesd","SJ",0.85,0,0.042,0.052,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140547,"Cizer","SJ",0.932,0,0,0.031,0.03,0,0,0,0,0.004,0.002,0,0,0,0,0,0,0,0,0.001,0
140583,"Coseiu","SJ",0.417,0,0.349,0.014,0.045,0.164,0,0,0,0.005,0,0,0,0,0.003,0,0,0,0.003,0,0
140627,"Crasna","SJ",0.27,0.018,0.526,0.02,0.015,0.111,0.023,0,0,0.004,0.004,0,0,0,0,0,0,0,0.009,0,0
140672,"Creaca","SJ",0.676,0,0.004,0.143,0.003,0.152,0,0,0,0.018,0,0,0,0,0.001,0,0,0,0,0.003,0
140770,"Cristolt","SJ",0.987,0.003,0,0.005,0,0,0.003,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0
140823,"Criseni","SJ",0.684,0.004,0.277,0.008,0.005,0.012,0,0,0,0.003,0.003,0.001,0,0,0.001,0,0,0,0,0,0.001
140869,"Cuzaplac","SJ",0.769,0.002,0.173,0.024,0.003,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0
140958,"Dobrin","SJ",0.161,0.026,0.664,0.035,0.002,0.061,0.037,0,0,0.011,0,0,0,0,0.003,0,0,0,0,0,0
141027,"Dragu","SJ",0.822,0,0.006,0.151,0.008,0,0,0,0,0.008,0.005,0,0,0,0,0,0,0,0,0,0
141081,"Fildu De Jos","SJ",0.719,0.005,0.216,0.057,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0
141134,"Galgau","SJ",0.743,0.005,0.004,0.134,0.081,0.026,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.001
141232,"Garbou","SJ",0.923,0,0.003,0.064,0.007,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0
141312,"Halmasd","SJ",0.94,0.014,0,0.002,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141376,"Hereclean","SJ",0.371,0.002,0.539,0.008,0.012,0.052,0.005,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,0
141447,"Hida","SJ",0.873,0.002,0.009,0.062,0.003,0.026,0,0,0,0.009,0,0,0,0,0,0,0,0,0.016,0,0
141535,"Horoatu Crasnei","SJ",0.645,0.001,0.137,0.118,0.062,0.013,0,0,0,0.001,0.019,0,0,0,0,0,0,0,0.004,0,0
141580,"Ileanda","SJ",0.826,0.002,0.003,0.083,0.074,0.002,0.006,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0
141722,"Ip","SJ",0.403,0.038,0.475,0.012,0.012,0.042,0.011,0,0,0.001,0,0,0,0,0,0,0,0,0.005,0.001,0
141786,"Letca","SJ",0.892,0.002,0,0.049,0.047,0.002,0.002,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0
141884,"Lozna","SJ",0.879,0.005,0.006,0.089,0.004,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.014,0,0
141946,"Marca","SJ",0.519,0.023,0.109,0.008,0.224,0.107,0,0,0,0.003,0.006,0,0,0,0,0,0,0,0,0,0
142006,"Maeriste","SJ",0.834,0.002,0.108,0.01,0.007,0.004,0.033,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
142079,"Mesesenii De Jos","SJ",0.603,0.002,0.247,0.089,0.007,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0
142122,"Mirsid","SJ",0.729,0,0.035,0.139,0.005,0.021,0,0,0,0.063,0.003,0,0,0,0,0,0,0,0,0.005,0
142177,"Napradea","SJ",0.842,0,0.002,0.119,0.014,0.016,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0.001,0
142239,"Nusfalau","SJ",0.123,0.019,0.613,0,0.004,0.145,0.025,0,0,0.004,0.062,0,0,0,0,0,0,0,0.005,0,0
142284,"Pericei","SJ",0.345,0.003,0.468,0.008,0.026,0.142,0.001,0,0,0.005,0,0,0,0,0.001,0,0,0,0,0.001,0
142337,"Plopis","SJ",0.539,0.329,0,0.012,0.117,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142373,"Poiana Blenchii","SJ",0.852,0.003,0,0.126,0,0.014,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142426,"Romanasi","SJ",0.796,0,0.002,0.128,0.035,0.028,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0
142499,"Rus","SJ",0.929,0,0.003,0.036,0.014,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142550,"Salatig","SJ",0.405,0.002,0.529,0.028,0.02,0.006,0.005,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
142612,"Sag","SJ",0.76,0.032,0,0.139,0.023,0.004,0.003,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
142676,"Sanmihaiu Almasului","SJ",0.836,0,0.005,0.034,0.004,0.046,0,0,0,0.048,0,0,0,0,0,0,0,0,0.021,0.006,0
142710,"Somes-Odorhei","SJ",0.872,0.002,0.013,0.034,0.008,0.034,0.002,0,0,0.027,0,0,0,0,0,0,0,0,0,0.009,0
142774,"Surduc","SJ",0.89,0.002,0.001,0.039,0.027,0.007,0,0,0,0.029,0.001,0,0,0,0,0,0,0,0,0.002,0
142854,"Samsud","SJ",0.017,0.003,0.787,0.087,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142881,"Sarmasag","SJ",0.144,0.063,0.713,0.021,0.005,0.045,0,0,0.001,0.001,0.002,0,0,0,0,0,0,0,0.001,0.004,0
142952,"Valcau De Jos","SJ",0.855,0.001,0.025,0.071,0.028,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143021,"Varsolt","SJ",0.293,0.014,0.615,0.002,0.005,0.051,0.002,0,0,0,0.005,0,0,0,0.001,0,0,0,0.011,0,0
143067,"Zalha","SJ",0.948,0,0,0.043,0.006,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0
143147,"Zimbor","SJ",0.944,0.004,0.02,0.007,0.006,0.012,0,0,0,0.003,0,0,0,0,0,0,0,0,0.005,0,0
143450,"Municipiul Sibiu","SB",0.919,0.015,0.008,0.007,0.017,0.008,0.001,0.001,0.001,0.002,0.005,0,0.003,0,0.005,0.003,0,0,0.002,0.001,0.002
143487,"Cristian","SB",0.922,0.002,0,0.021,0.003,0.017,0.02,0,0,0,0.005,0,0.008,0,0.001,0,0,0,0,0,0
143502,"Poplaca","SB",0.974,0,0,0.004,0,0.017,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
143520,"Rasinari","SB",0.965,0.001,0.001,0.025,0,0.001,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0
143557,"Selimbar","SB",0.942,0.01,0.002,0.007,0.004,0.008,0.001,0,0,0.001,0.011,0,0.001,0,0.003,0.001,0,0,0.007,0,0.001
143619,"Municipiul Medias","SB",0.779,0.037,0.054,0.017,0.043,0.012,0.006,0,0.011,0.007,0.01,0.001,0.007,0,0.005,0.004,0,0,0.002,0.002,0.002
143646,"Tarnava","SB",0.9,0.013,0.014,0.033,0.003,0,0,0,0,0.003,0.009,0.012,0.004,0,0.003,0.004,0,0,0.003,0,0
143682,"Oras Agnita","SB",0.942,0.012,0.018,0.006,0.001,0,0.003,0,0,0.003,0,0,0.007,0,0.002,0.004,0,0,0,0.001,0.001
143735,"Oras Cisnadie","SB",0.905,0.005,0.005,0.007,0.006,0.009,0.001,0,0,0.006,0.029,0.001,0.005,0,0.006,0.012,0,0,0.001,0.002,0.001
143771,"Oras Copsa Mica","SB",0.865,0.046,0.015,0.014,0.007,0.012,0.005,0,0,0.003,0.001,0,0.03,0,0,0,0,0,0.001,0.002,0
143806,"Oras Dumbraveni","SB",0.844,0.018,0.072,0.018,0.022,0.001,0.005,0,0.001,0.005,0.001,0.001,0.007,0,0.001,0.002,0,0.002,0,0,0
143851,"Oras Ocna Sibiului","SB",0.875,0.015,0.087,0.006,0.003,0.003,0,0,0,0.001,0.007,0,0.002,0,0,0,0,0,0,0,0
143888,"Altina","SB",0.925,0.009,0,0,0,0,0.016,0,0,0.002,0.009,0,0.007,0,0.007,0.023,0,0,0,0.002,0
143922,"Apoldu De Jos","SB",0.998,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143959,"Arpasu De Jos","SB",0.935,0.003,0.01,0.003,0,0,0.04,0,0,0.001,0.006,0,0,0,0.002,0,0,0,0,0,0
143995,"Atel","SB",0.825,0.004,0.004,0.074,0,0,0.046,0,0,0,0,0,0.029,0,0.002,0.017,0,0,0,0,0
144054,"Oras Avrig","SB",0.915,0.009,0.004,0.008,0.021,0.011,0.004,0,0,0.008,0.003,0,0.011,0,0.003,0.002,0,0,0,0.001,0
144116,"Axente Sever","SB",0.874,0.005,0.003,0.002,0.101,0.009,0.001,0,0,0,0,0,0.005,0,0,0.001,0,0,0,0,0.001
144152,"Bazna","SB",0.73,0.004,0.017,0.063,0.126,0.001,0.008,0,0,0.002,0,0,0.04,0,0,0.004,0,0,0,0.004,0
144198,"Biertan","SB",0.92,0,0.041,0.009,0.019,0.003,0,0,0,0,0.003,0,0.002,0,0.002,0.002,0,0,0,0,0
144232,"Barghis","SB",0.817,0.004,0.014,0.073,0.046,0.016,0.002,0,0,0.001,0.006,0,0.004,0,0.006,0.001,0,0,0,0.007,0.001
144303,"Blajel","SB",0.807,0.003,0.117,0.027,0.036,0,0,0,0,0,0.002,0,0.003,0,0.002,0.002,0,0,0,0,0
144349,"Brateiu","SB",0.849,0.003,0.006,0.088,0.034,0.003,0.002,0,0,0.001,0,0,0.008,0,0.004,0,0,0,0,0.001,0
144376,"Bradeni","SB",0.96,0,0.01,0.027,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0
144410,"Bruiu","SB",0.883,0,0.015,0,0,0,0.072,0,0,0,0,0,0.025,0,0,0,0,0,0,0.006,0
144456,"Chirpar","SB",0.969,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0.018,0,0,0,0,0,0
144508,"Carta","SB",0.918,0,0.006,0,0,0,0.011,0,0,0.003,0,0,0.058,0,0,0,0,0,0,0.003,0
144535,"Cartisoara","SB",0.94,0.004,0,0.003,0,0.039,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144553,"Darlos","SB",0.688,0.005,0.003,0.119,0.168,0,0.006,0,0,0,0,0,0.004,0,0.005,0.001,0,0,0,0,0
144599,"Gura Raului","SB",0.924,0.002,0,0,0,0.011,0.056,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0
144615,"Hoghilag","SB",0.901,0.011,0.015,0.05,0,0.008,0.001,0,0,0,0.002,0,0.006,0,0.002,0.001,0,0,0.002,0,0
144651,"Iacobeni","SB",0.903,0.002,0,0.077,0,0,0.006,0,0,0,0,0,0.011,0,0,0,0,0,0.002,0,0
144713,"Jina","SB",0.951,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144731,"Laslea","SB",0.797,0.003,0.002,0.061,0.002,0.01,0.046,0,0.001,0,0.005,0,0.012,0,0.002,0.056,0,0,0,0.002,0.002
144795,"Loamnes","SB",0.779,0.003,0.003,0.008,0.196,0.005,0,0,0,0,0.003,0,0.002,0,0,0,0,0,0,0,0
144866,"Ludos","SB",0.945,0,0,0.014,0.007,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0.007,0
144893,"Marpod","SB",0.955,0.015,0,0,0,0,0,0,0,0,0.006,0,0.018,0,0.005,0,0,0,0,0,0
144928,"Oras Miercurea Sibiului","SB",0.908,0.001,0,0.024,0.021,0.005,0,0,0,0.001,0.017,0,0.017,0,0.003,0.001,0,0,0,0.001,0.001
144964,"Merghindeal","SB",0.975,0.003,0.005,0,0,0,0.004,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0
144991,"Micasasa","SB",0.859,0.015,0.026,0.005,0.066,0,0,0,0.004,0,0.021,0,0.004,0,0,0,0,0,0,0,0
145042,"Mihaileni","SB",0.919,0,0,0.019,0.011,0,0,0,0,0,0.027,0,0,0,0.006,0.019,0,0,0,0,0
145104,"Mosna","SB",0.902,0.003,0.007,0.037,0.002,0.002,0.007,0,0.003,0.005,0.018,0,0.001,0,0.011,0.002,0,0,0,0,0
145140,"Nocrich","SB",0.974,0.001,0,0.017,0,0.001,0,0,0,0.002,0.003,0,0.002,0,0,0,0,0,0,0,0
145202,"Orlat","SB",0.969,0.002,0,0,0.018,0.004,0.003,0.001,0,0.001,0,0,0.001,0,0.001,0,0,0,0,0,0
145220,"Pauca","SB",0.902,0,0,0.004,0,0,0,0,0,0,0.077,0,0,0,0,0.017,0,0,0,0,0
145275,"Poiana Sibiului","SB",0.958,0,0,0,0,0.041,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0
145293,"Porumbacu De Jos","SB",0.955,0.001,0.001,0,0.021,0.002,0.011,0,0,0.003,0,0,0,0,0,0,0,0,0.005,0,0
145355,"Racovita","SB",0.953,0.002,0,0.001,0,0.042,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0
145382,"Rau Sadului","SB",0.989,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0
